d1,d2,lat,lon,delta1,delta2,CNN1,CNN2
11.570984,17.953109,53.344263,-6.259785,12.577606,22.761654,0.873926,0.984127
17.356558,14.247747,53.344318,-6.259537,16.977163,12.419668,0.902854,0.963682
17.692560,7.116291,53.344526,-6.263418,19.564775,6.559704,0.907249,0.690745
7.981934,7.925711,53.344419,-6.246795,9.361977,5.497291,0.729246,0.980433
5.780783,7.941879,53.344441,-6.250556,7.096902,9.496009,0.934554,0.963275
5.754896,8.411059,53.344441,-6.250556,7.096902,3.782888,0.934554,0.942148
5.603584,14.036101,53.344347,-6.260986,4.606156,15.099547,0.720997,0.553603
3.294825,10.012098,53.344396,-6.248367,2.709390,9.690211,0.879193,0.978702
9.645764,19.369132,53.344450,-6.259772,9.255852,18.891013,0.956855,0.534850
19.704079,13.165810,53.344589,-6.260784,19.428787,13.543284,0.852810,0.873987
12.777837,17.111009,53.344353,-6.260970,15.099547,17.396810,0.553603,0.580902
18.461453,12.838289,53.344540,-6.260629,19.143204,16.498161,0.989485,0.849843
15.855001,10.260590,53.344526,-6.248900,14.773344,9.816722,0.690387,0.682553
7.842985,8.517300,53.344441,-6.250558,9.496009,3.782888,0.963275,0.942148
12.869814,14.677732,53.344336,-6.260398,12.714478,12.639430,0.791631,0.938511
14.590309,10.443156,53.344436,-6.259764,15.350602,10.597416,0.724386,0.902705
17.786303,18.404492,53.344545,-6.259335,20.410493,20.142788,0.860705,0.612584
17.768460,7.509722,53.344545,-6.259335,20.410493,6.799488,0.860705,0.938242
17.721340,15.246122,53.344544,-6.259335,20.410493,15.152820,0.860705,0.801352
8.591086,8.527865,53.344408,-6.260123,9.182683,9.937225,0.982020,0.961433
9.255973,10.393592,53.344393,-6.260137,10.157574,9.937225,0.934397,0.961433
13.964761,12.961023,53.344457,-6.259811,15.028377,13.113972,0.886985,0.885729
5.607293,6.005140,53.344515,-6.263405,6.559704,5.928460,0.690745,0.776337
18.591434,3.159074,53.344638,-6.263403,18.817666,0.944075,0.817728,0.944726
17.206493,11.764926,53.344624,-6.259274,18.592481,10.839870,0.933036,0.922040
17.227725,7.319521,53.344624,-6.259274,18.592481,5.833202,0.933036,0.663831
4.419079,16.142661,53.344540,-6.259324,3.853020,15.152820,0.833510,0.801352
12.566402,19.529792,53.344586,-6.260802,12.199691,19.005034,0.994885,0.722527
7.700957,9.268373,53.344534,-6.248906,9.061417,9.816722,0.500000,0.682553
7.035892,13.902666,53.344575,-6.261745,5.369930,16.468754,0.959202,0.711950
13.862951,6.966713,53.344641,-6.261864,13.069107,7.105348,0.896782,0.890961
11.028380,11.943987,53.344468,-6.251212,10.389961,13.670615,0.808132,0.864014
12.887668,13.947659,53.344675,-6.259566,11.173007,9.753104,0.530947,0.845848
13.013000,13.202361,53.344676,-6.259566,11.173007,15.225531,0.530947,0.879969
21.470678,11.748778,53.344434,-6.259852,21.002421,12.265189,0.954426,0.859703
18.363304,7.478732,53.344545,-6.259335,20.142788,6.799488,0.612584,0.938242
18.278072,15.154368,53.344545,-6.259336,20.142788,15.152820,0.612584,0.801352
2.642693,7.561217,53.344573,-6.251202,7.127944,9.737545,0.718903,0.978121
13.013754,19.784630,53.344459,-6.251209,13.670615,20.248608,0.864014,0.914471
15.209747,4.857395,53.344552,-6.251468,15.151793,3.889429,0.557925,0.995647
15.385529,14.511028,53.344552,-6.251471,15.151793,16.323074,0.557925,0.996298
7.070127,14.822073,53.344547,-6.259341,6.799488,15.152820,0.938242,0.801352
11.781145,7.345466,53.344624,-6.259273,10.839870,5.833202,0.922040,0.663831
10.956476,3.502106,53.344654,-6.259538,9.753104,5.631348,0.845848,0.952616
18.811062,7.254487,53.344762,-6.247014,17.570588,8.725885,0.809942,0.995716
4.093301,13.747296,53.344559,-6.251471,3.889429,16.323074,0.995647,0.996298
10.754862,10.033434,53.344674,-6.251578,8.357390,9.678648,0.849530,0.727366
12.575349,9.493596,53.344675,-6.261119,8.952089,7.918023,0.500000,0.881719
11.171547,18.636485,53.344590,-6.260813,13.543284,19.005034,0.873987,0.722527
8.787277,15.439036,53.344543,-6.251470,11.196338,16.323074,0.699696,0.996298
14.186087,11.293495,53.344675,-6.251559,14.117688,9.678648,0.987172,0.727366
4.987277,7.316207,53.344639,-6.261866,6.414431,7.105348,0.980875,0.890961
13.523530,17.653290,53.344730,-6.261749,15.761776,17.512505,0.947883,0.852722
6.853158,18.619233,53.344683,-6.259553,5.631348,16.510932,0.952616,0.909839
15.456681,6.110466,53.344629,-6.259290,18.018584,5.833202,0.990128,0.663831
3.437700,9.153660,53.344674,-6.251591,3.420671,9.678648,0.996148,0.727366
11.829992,11.729296,53.344710,-6.251732,16.526877,9.502225,0.911222,0.953891
4.785388,13.114840,53.344630,-6.263423,0.944075,12.651018,0.944726,0.849672
10.722822,3.543099,53.344745,-6.263417,10.315053,5.285837,0.925300,0.500000
14.203125,20.573123,53.344677,-6.259581,15.225531,16.510932,0.879969,0.909839
6.351486,7.384387,53.344706,-6.251797,7.085022,9.502225,0.843197,0.953891
7.340806,16.140509,53.344672,-6.251618,9.678648,16.587162,0.727366,0.868871
5.875426,20.083081,53.344667,-6.261140,6.373671,21.376767,0.993938,0.719110
10.984317,12.042198,53.344771,-6.247003,12.422598,11.129869,0.958574,0.879922
8.022634,14.533698,53.344683,-6.251602,8.408101,16.587162,0.990091,0.868871
19.868424,5.557860,53.344869,-6.261748,18.344802,3.946909,0.966594,0.957583
19.504660,15.801066,53.344808,-6.249158,19.539252,17.768385,0.939435,0.996994
13.197381,12.944675,53.344831,-6.259401,9.158437,11.228077,0.960257,0.919163
13.182481,18.519336,53.344831,-6.259401,9.158437,17.979626,0.960257,0.977762
5.057967,16.989830,53.344746,-6.263440,5.285837,14.868130,0.500000,0.646256
12.642830,7.653325,53.344850,-6.263425,11.515930,5.417250,0.807954,0.798396
10.565974,16.040416,53.344673,-6.252321,11.377089,18.027495,0.983807,0.884247
9.397233,13.988112,53.344760,-6.246982,8.725885,11.129869,0.995716,0.879922
7.106496,6.357851,53.344825,-6.251379,9.150800,8.082263,0.846225,0.893823
4.028627,13.635188,53.344764,-6.261767,4.121900,17.512505,0.921832,0.852722
9.261142,4.406551,53.344871,-6.261765,8.139859,3.946909,0.894776,0.957583
20.598098,12.631266,53.344973,-6.261874,21.027004,12.438344,0.929799,0.969680
16.946568,17.100436,53.344666,-6.252313,18.027495,15.249187,0.884247,0.886193
19.764394,3.203898,53.344943,-6.252289,20.670249,3.207157,0.945552,0.982646
18.327661,5.400775,53.344876,-6.252691,19.532768,6.551114,0.627540,0.880841
12.444762,15.577670,53.344902,-6.248896,9.866400,14.967885,0.899287,0.946253
14.268097,17.890172,53.344911,-6.249105,15.164862,15.985642,0.856712,0.818357
14.288747,4.158865,53.344911,-6.249105,15.164862,4.181950,0.856712,0.937180
11.988830,4.167739,53.344787,-6.249165,13.314148,5.366216,0.750858,0.887643
11.976764,12.516849,53.344787,-6.249165,13.314148,9.723086,0.750858,0.881605
11.951898,18.225478,53.344787,-6.249165,13.314148,17.768385,0.750858,0.996994
12.916283,18.499123,53.344831,-6.259400,11.228077,17.979626,0.919163,0.977762
17.518808,8.034385,53.344928,-6.259042,19.373699,9.347550,0.869112,0.938300
17.449949,15.033540,53.344928,-6.259042,19.373699,15.482812,0.869112,0.775460
4.160946,12.508731,53.344787,-6.249165,5.366216,9.723086,0.887643,0.881605
4.099869,18.179410,53.344787,-6.249164,5.366216,17.768385,0.887643,0.996994
17.332551,14.511666,53.344905,-6.248911,18.061327,14.967885,0.771342,0.946253
8.658545,5.752388,53.344878,-6.252687,11.121521,6.551114,0.998546,0.880841
13.748796,2.589340,53.344942,-6.252280,17.849365,3.207157,0.834607,0.982646
13.009597,13.158688,53.344918,-6.249088,13.256306,13.575630,0.930707,0.995116
5.242218,16.023506,53.344868,-6.248125,6.011366,15.021556,0.845463,0.906374
7.595571,4.284439,53.344865,-6.249437,7.742204,4.183397,0.789329,0.927575
7.142887,13.794908,53.344863,-6.249431,7.742204,14.968228,0.789329,0.589005
12.540968,18.239179,53.344787,-6.249165,9.723086,17.768385,0.881605,0.996994
17.881974,4.180638,53.344911,-6.249105,15.985642,4.181950,0.818357,0.937180
4.399677,6.739873,53.344854,-6.263412,3.335151,5.417250,0.962890,0.798396
4.405994,15.832065,53.344854,-6.263413,3.335151,19.276221,0.962890,0.956027
3.836316,13.052873,53.344863,-6.249442,4.183397,14.968228,0.927575,0.589005
8.832598,15.093715,53.344903,-6.248903,6.791141,14.967885,0.973420,0.946253
12.826083,9.548033,53.344767,-6.246995,11.129869,6.569201,0.879922,0.974413
5.051899,14.137824,53.344874,-6.252695,6.551114,17.310683,0.880841,0.975329
19.556826,7.999966,53.345048,-6.249853,19.414652,10.198782,0.657117,0.969042
18.979993,9.037540,53.344927,-6.250136,18.821464,7.691081,0.903198,0.996820
4.400546,16.388722,53.344840,-6.251395,8.082263,17.436342,0.893823,0.959647
19.862286,9.333048,53.344823,-6.253194,16.726624,10.146659,0.957501,0.926121
19.942593,15.818178,53.344823,-6.253195,16.726624,15.925403,0.957501,0.816555
10.416351,11.713518,53.344968,-6.261886,9.367616,12.438344,0.822678,0.969680
11.072546,14.039314,53.344979,-6.261856,18.668007,12.438344,0.953286,0.969680
5.797502,15.022407,53.344919,-6.263262,5.175111,15.703997,0.977225,0.918882
4.638814,18.196521,53.344923,-6.263310,7.558830,15.703997,0.902414,0.918882
6.708668,15.796935,53.344854,-6.263412,5.417250,19.276221,0.798396,0.956027
8.764107,4.993582,53.344932,-6.259033,9.347550,5.142234,0.938300,0.798031
10.038188,15.306824,53.344932,-6.250149,7.691081,15.261095,0.996820,0.912910
4.873595,16.010994,53.344933,-6.250139,7.590566,15.261095,0.922792,0.912910
7.380094,17.106288,53.344922,-6.263293,4.374730,15.703997,0.722667,0.918882
13.204496,7.124220,53.344917,-6.262991,13.648950,11.496558,0.868091,0.994163
2.146545,9.092255,53.344919,-6.263020,5.543116,11.496558,0.895981,0.994163
16.430239,9.325354,53.344917,-6.262792,14.886094,9.105723,0.958852,0.942955
8.229870,5.276823,53.344944,-6.262397,8.001029,5.826278,0.906319,0.878425
9.490280,15.963088,53.344821,-6.253195,10.146659,15.925403,0.926121,0.816555
6.521897,16.867584,53.344953,-6.262409,5.826278,15.183918,0.878425,0.953590
14.519226,8.697435,53.344956,-6.262145,9.412790,9.090834,0.998996,0.738896
6.170226,8.430402,53.344955,-6.262142,4.257842,9.090834,0.968229,0.738896
13.348341,18.995584,53.344958,-6.262378,13.306204,15.183918,0.780683,0.953590
8.538049,3.528169,53.344916,-6.262780,9.105723,6.554519,0.942955,0.941730
17.521309,5.898242,53.344980,-6.250615,18.041394,7.427918,0.904098,0.765461
17.389484,14.697539,53.344979,-6.250613,18.041394,12.568362,0.904098,0.993760
12.440595,10.363392,53.345031,-6.249830,15.790771,10.198782,0.908600,0.969042
16.481568,5.631455,53.345064,-6.249877,17.566880,5.782586,0.668509,0.924524
3.782476,11.536236,53.344896,-6.248077,8.882873,15.021556,0.926543,0.906374
8.563527,5.445718,53.344977,-6.250620,8.517081,7.427918,0.695832,0.765461
8.786531,14.097864,53.344978,-6.250622,8.517081,12.568362,0.695832,0.993760
17.132311,16.765239,53.345079,-6.250526,16.739855,16.392417,0.924832,0.939290
5.758465,14.480356,53.344979,-6.250616,7.427918,12.568362,0.765461,0.993760
2.040891,10.410237,53.344942,-6.252272,3.207157,13.560619,0.982646,0.950179
21.827604,6.911943,53.345136,-6.253172,17.974607,3.798729,0.818463,0.904058
5.278011,6.167541,53.344981,-6.246857,4.954730,4.701204,0.770591,0.835801
17.499504,5.681126,53.345121,-6.247888,16.217287,8.681013,0.622040,0.834335
4.160244,13.723070,53.344939,-6.259037,5.142234,13.005327,0.798031,0.975709
19.289386,12.095370,53.345146,-6.259024,17.346899,13.002034,0.953306,0.961152
5.712032,11.832264,53.345028,-6.251137,5.808522,11.580697,0.609862,0.769189
5.488470,17.600552,53.345026,-6.251137,5.808522,16.974826,0.609862,0.979825
11.419286,13.371896,53.345089,-6.247215,12.519933,16.117176,0.856689,0.879265
14.178389,8.658406,53.345035,-6.247527,14.376688,7.189094,0.919910,0.781910
10.704174,16.516845,53.345026,-6.251154,11.580697,16.974826,0.769189,0.979825
5.495754,5.304847,53.345043,-6.253648,3.314538,5.467181,0.615238,0.881479
12.937453,7.503609,53.345087,-6.248544,11.090114,7.082940,0.884905,0.926680
15.344689,11.950715,53.345164,-6.252161,16.114107,13.037942,0.700828,0.841149
15.615408,5.747541,53.345166,-6.252160,16.114107,1.895577,0.700828,0.731510
3.936162,13.720078,53.345041,-6.253668,5.467181,13.669399,0.881479,0.972428
4.016206,8.945008,53.345041,-6.249844,1.390167,10.198782,0.903114,0.969042
13.957267,6.337375,53.345146,-6.259050,14.705648,3.368708,0.961252,0.648756
14.045741,13.795993,53.345147,-6.259049,14.705648,13.002034,0.961252,0.961152
14.934033,14.980676,53.344928,-6.259043,15.482812,13.005327,0.775460,0.975709
11.301791,14.257008,53.345147,-6.259056,9.591929,13.002034,0.889664,0.961152
15.292022,17.241961,53.345038,-6.258749,14.234429,15.699535,0.940148,0.931985
6.482936,19.175190,53.345045,-6.247499,7.189094,16.706837,0.781910,0.731113
11.990151,17.636856,53.345087,-6.247236,16.117176,16.309372,0.879265,0.806767
4.187881,18.399001,53.345112,-6.253165,3.798729,18.716726,0.904058,0.966960
14.386067,20.583419,53.345013,-6.254186,14.450532,22.117165,0.999180,0.895502
4.740697,11.709215,53.345070,-6.249886,5.782586,9.201267,0.924524,0.800892
6.456256,11.374962,53.345090,-6.248559,7.082940,9.962334,0.926680,0.924758
4.965494,12.422352,53.345081,-6.250220,6.126963,14.633936,0.752591,0.815981
18.596215,11.746946,53.345076,-6.250553,16.392417,9.055479,0.939290,0.998927
18.610356,10.903482,53.345075,-6.250553,16.392417,11.283693,0.939290,0.908786
10.376834,10.758449,53.345032,-6.254218,12.154393,12.605845,0.757462,0.985721
11.759239,10.906768,53.345075,-6.250553,9.055479,11.283693,0.998927,0.908786
5.941028,12.411717,53.345162,-6.252154,4.927008,13.037942,0.926337,0.841149
5.844960,6.341511,53.345162,-6.252155,4.927008,1.895577,0.926337,0.731510
10.101927,17.053008,53.345038,-6.254220,12.605845,22.117165,0.985721,0.895502
6.684642,13.502176,53.345147,-6.259045,3.368708,13.002034,0.648756,0.961152
6.691359,19.279175,53.345147,-6.259045,3.368708,19.960384,0.648756,0.996325
8.249648,16.952079,53.345062,-6.247516,13.647821,16.706837,0.646607,0.731113
13.495200,19.280708,53.345146,-6.259045,13.002034,19.960384,0.961152,0.996325
19.441489,11.436750,53.345250,-6.251076,17.098972,12.170399,0.981994,0.903394
3.351925,15.300532,53.345139,-6.253157,6.807044,18.716726,0.984759,0.966960
10.991503,12.689202,53.345240,-6.251085,13.663390,12.170399,0.951401,0.903394
18.480035,5.085849,53.345225,-6.246991,18.790076,9.316903,0.997347,0.951054
5.877527,8.197644,53.345237,-6.246948,4.616942,9.316903,0.897963,0.951054
20.055487,11.513385,53.345318,-6.247489,19.525507,12.837066,0.932819,0.553230
6.735929,3.250870,53.345221,-6.254636,7.859508,6.469967,0.978687,0.929796
17.709342,12.472066,53.345324,-6.247500,20.145932,12.837066,0.891240,0.553230
5.415415,13.260705,53.345236,-6.254657,6.469967,15.611858,0.929796,0.987050
12.264005,6.189421,53.345163,-6.252156,13.037942,1.895577,0.841149,0.731510
12.694408,3.918200,53.345189,-6.252512,12.403881,7.098282,0.928597,0.877187
9.836155,17.393924,53.345224,-6.255208,13.342100,18.749199,0.519519,0.729779
9.907360,16.863023,53.345224,-6.255209,13.342100,18.950447,0.519519,0.859142
14.450319,7.778714,53.345356,-6.249163,16.252627,8.884760,0.999209,0.734839
16.712525,8.005651,53.345382,-6.249094,17.577760,7.232985,0.927560,0.846632
19.914585,16.116035,53.345412,-6.255991,16.374172,18.548184,0.985939,0.974749
4.059933,12.367791,53.345242,-6.251083,5.612873,12.170399,0.921302,0.903394
13.548241,5.400932,53.345330,-6.247513,12.837066,6.802729,0.553230,0.914809
5.183900,18.723588,53.345220,-6.255227,4.014916,18.749199,0.969497,0.729779
13.666237,6.610858,53.345374,-6.247939,15.092450,10.947729,0.979349,0.752493
13.721263,2.397636,53.345374,-6.247939,15.092450,4.207663,0.979349,0.680083
13.458019,8.765611,53.345250,-6.248035,10.117630,9.209528,0.846012,0.949300
5.953489,19.723040,53.345275,-6.248457,8.858926,14.163854,0.962115,0.638306
3.415147,28.534669,53.345306,-6.253121,6.967722,17.598624,0.982993,0.822856
17.481882,16.890885,53.345224,-6.255209,18.749199,18.950447,0.729779,0.859142
3.815674,18.631027,53.345316,-6.247508,6.802729,14.989072,0.914809,0.808329
19.295736,9.007605,53.345445,-6.255548,22.029413,8.693603,0.985288,0.500000
14.606153,7.784700,53.345388,-6.258942,15.168395,5.238275,0.960869,0.871007
6.555176,2.296021,53.345373,-6.247939,10.947729,4.207663,0.752493,0.680083
7.238841,17.983695,53.345261,-6.248023,9.209528,20.695198,0.949300,0.886159
10.210835,9.742742,53.345409,-6.258953,5.238275,9.017578,0.871007,0.969710
5.576817,8.993690,53.345375,-6.249103,5.649129,7.232985,0.954549,0.846632
4.796727,7.340630,53.345356,-6.249156,3.076379,8.884760,0.933374,0.734839
4.772129,12.932517,53.345356,-6.249156,3.076379,9.031413,0.933374,0.978703
19.676069,13.245719,53.345254,-6.248046,20.695198,11.769369,0.886159,0.917859
9.900653,6.819902,53.345414,-6.247947,10.055363,4.207663,0.878757,0.680083
7.701336,17.495995,53.345412,-6.256012,12.419619,18.548184,0.992722,0.974749
15.030850,17.697139,53.345472,-6.249797,14.522041,17.712216,0.911447,0.654208
13.998151,19.716485,53.345424,-6.249556,14.126277,18.614746,0.832971,0.966287
3.482807,18.181993,53.345372,-6.249084,2.741713,17.881777,0.999019,0.979266
11.755237,16.496996,53.345265,-6.248033,11.769369,20.479859,0.917859,0.929547
9.545489,15.011224,53.345418,-6.258947,9.722246,13.586108,0.991431,0.989910
17.012000,10.168763,53.345480,-6.248638,15.120924,11.746489,0.926973,0.666485
11.517449,16.464635,53.345413,-6.258927,9.017578,13.586108,0.969710,0.989910
11.906060,13.450618,53.345492,-6.248214,12.037345,15.106768,0.962556,0.761890
4.720683,19.511764,53.345431,-6.258363,3.761278,19.722503,0.930908,0.974454
10.603549,18.094039,53.345473,-6.249791,7.852173,17.712216,0.909277,0.654208
17.736794,7.137557,53.345412,-6.256016,18.548184,8.285926,0.974749,0.769493
5.104314,15.645510,53.345452,-6.250101,3.631142,15.703217,0.500000,0.970682
3.748929,10.232573,53.345438,-6.251035,2.701892,9.323375,0.782376,0.858650
18.763382,2.271866,53.345521,-6.250751,21.399460,3.251747,0.986396,0.663744
9.519022,13.867049,53.345489,-6.248210,11.090551,15.106768,0.961253,0.761890
3.227223,12.072381,53.345451,-6.250154,2.953492,15.703217,0.980164,0.970682
18.820435,9.036656,53.345589,-6.250300,19.346807,8.538764,0.943403,0.880146
18.848957,16.062324,53.345590,-6.250300,19.346807,13.966547,0.943403,0.893656
17.340046,7.578673,53.345601,-6.250291,18.140043,8.538764,0.712644,0.880146
8.954375,15.782997,53.345440,-6.248589,10.023974,16.468189,0.573370,0.946549
4.585684,22.150883,53.345509,-6.250456,4.865413,18.535608,0.658634,0.929361
18.541408,11.771988,53.345521,-6.250742,17.166919,12.015728,0.960985,0.931594
14.488366,15.098562,53.345515,-6.259359,17.155682,22.669748,0.947793,0.985818
4.758300,12.705695,53.345486,-6.251251,5.663973,11.706483,0.915675,0.944502
16.039903,7.327008,53.345584,-6.257917,16.419545,8.683136,0.892575,0.754160
16.772835,5.904232,53.345626,-6.252070,16.331328,3.212417,0.976787,0.895607
4.040575,13.603058,53.345464,-6.260629,3.661097,15.874804,0.982637,0.679360
18.634151,10.057074,53.345627,-6.250787,18.174147,9.539624,0.500000,0.939956
11.078552,2.088865,53.345519,-6.250752,12.015728,3.251747,0.931594,0.663744
6.518743,15.124638,53.345443,-6.248597,9.274641,16.468189,0.986847,0.946549
18.745942,9.195006,53.345602,-6.248840,20.945183,6.337528,0.815376,0.940657
15.857653,8.154586,53.345644,-6.250785,15.898852,9.539624,0.969258,0.939956
15.453046,9.741190,53.345628,-6.256277,15.826300,8.120558,0.976347,0.989889
12.675046,10.091221,53.345581,-6.248842,9.448946,10.644455,0.983216,0.927287
6.807937,11.457907,53.345583,-6.248822,6.337528,10.644455,0.940657,0.927287
9.846953,11.663562,53.345474,-6.248658,16.468189,11.746489,0.946549,0.666485
7.955892,11.672993,53.345613,-6.256282,8.120558,12.314100,0.989889,0.891656
12.955907,19.085027,53.345596,-6.258962,10.930761,19.849164,0.699788,0.672773
15.240923,14.852622,53.345472,-6.257639,14.579865,13.543220,0.948188,0.806697
7.343062,5.334150,53.345630,-6.252075,6.605442,3.212417,0.988700,0.895607
9.144714,4.394573,53.345624,-6.249299,7.625758,3.811838,0.907877,0.948186
15.752928,18.099213,53.345702,-6.249301,16.099914,17.986385,0.912794,0.962079
12.499847,17.349989,53.345697,-6.249309,13.204370,17.986385,0.885413,0.962079
20.078512,16.610152,53.345713,-6.249278,17.986385,16.296460,0.962079,0.989014
12.168322,15.303149,53.345496,-6.257644,13.543220,16.374303,0.806697,0.974927
16.515892,11.985263,53.345714,-6.257502,15.839214,12.060321,0.959146,0.933076
12.541665,8.793656,53.345719,-6.257501,12.060321,7.736379,0.933076,0.770635
13.200247,10.049379,53.345542,-6.257340,12.826139,10.364064,0.946777,0.912507
8.655278,10.838411,53.345557,-6.256935,7.315111,11.383193,0.607649,0.811070
11.359477,8.975869,53.345650,-6.249813,12.202592,8.000760,0.865280,0.861640
8.327608,15.225385,53.345554,-6.257325,10.364064,19.746188,0.912507,0.903308
21.037655,15.864849,53.345803,-6.255023,20.558947,16.955172,0.975946,0.806380
3.501216,10.453966,53.345652,-6.249791,1.986307,8.000760,0.908753,0.861640
8.309520,13.459243,53.345547,-6.249805,8.027671,16.916503,0.941615,0.614122
19.155188,15.727164,53.345792,-6.253121,17.622520,15.262128,0.955955,0.859050
7.025633,11.282869,53.345696,-6.256862,7.848732,11.648435,0.926306,0.940428
9.124660,14.173576,53.345569,-6.256920,11.383193,15.242549,0.811070,0.927133
12.205319,10.541128,53.345701,-6.256851,11.648435,6.803098,0.940428,0.802041
3.532412,6.209447,53.345671,-6.262864,3.479186,7.851827,0.936324,0.940169
1.390836,19.538045,53.345640,-6.262869,7.454940,18.882181,0.987596,0.876335
17.513751,13.127021,53.345792,-6.262921,17.131647,15.543414,0.903602,0.609650
9.418881,8.715997,53.345722,-6.262444,7.753794,10.076200,0.845183,0.834956
10.340255,1.359643,53.345670,-6.262343,10.622296,1.214865,0.865247,0.928477
12.192983,10.147968,53.345705,-6.250252,12.445142,9.398432,0.895974,0.921765
1.527737,9.381114,53.345672,-6.262343,1.214865,10.029187,0.928477,0.983284
1.823002,16.817101,53.345674,-6.262343,1.214865,16.675124,0.928477,0.858810
17.968827,7.069215,53.345617,-6.262080,18.716433,7.146808,0.991151,0.979707
13.708679,19.381590,53.345698,-6.248521,6.542387,18.252828,0.781309,0.867200
4.589972,8.251543,53.345700,-6.250279,4.096979,9.398432,0.930637,0.921765
9.024215,16.084030,53.345589,-6.250300,8.538764,13.966547,0.880146,0.893656
9.159027,17.210594,53.345672,-6.262340,10.029187,16.675124,0.983284,0.858810
15.111040,21.372603,53.345698,-6.262423,12.748880,20.914276,0.984822,0.670778
18.200415,8.144887,53.345717,-6.261941,18.178462,7.276915,0.793067,0.671368
6.617034,20.616872,53.345620,-6.252064,3.212417,20.098990,0.895607,0.930985
11.479065,8.296833,53.345753,-6.252222,10.228202,8.543151,0.952141,0.996829
11.501775,10.543102,53.345729,-6.261887,10.108118,10.409208,0.544999,0.633119
14.166694,14.890334,53.345590,-6.261872,15.647458,13.766005,0.785405,0.930662
12.543126,7.425942,53.345734,-6.261873,12.803086,7.673009,0.826607,0.970109
8.010201,14.772115,53.345699,-6.250283,9.398432,13.094961,0.921765,0.991946
6.053635,14.183331,53.345713,-6.261556,5.500885,14.837592,0.938233,0.547235
13.983492,21.277586,53.345578,-6.261749,14.751096,20.596559,0.803795,0.924659
4.756790,15.088884,53.345714,-6.261542,3.627891,14.837592,0.806409,0.547235
20.484049,13.573992,53.345582,-6.261739,20.596559,12.774891,0.924659,0.985444
16.158826,13.277511,53.345794,-6.250307,18.768980,13.324309,0.734891,0.968117
12.515707,13.769629,53.345708,-6.250289,12.181329,13.094961,0.979365,0.991946
7.153304,10.526912,53.345714,-6.261927,7.276915,9.462804,0.671368,0.940598
8.022954,11.881138,53.345632,-6.261893,7.535943,13.574651,0.969499,0.856261
15.535072,16.192687,53.345566,-6.261726,12.774891,14.620043,0.985444,0.832769
13.453677,8.150387,53.345736,-6.261147,10.624400,10.496944,0.796349,0.942001
13.234005,11.605792,53.345721,-6.259392,12.683660,11.882694,0.894421,0.864102
19.907231,8.165207,53.345784,-6.258939,20.365956,11.018269,0.974144,0.624370
19.984617,19.084447,53.345784,-6.258938,20.365956,20.034924,0.974144,0.974778
19.847311,12.558532,53.345784,-6.258940,20.365956,14.753739,0.974144,0.988569
8.629843,19.228640,53.345627,-6.260637,7.008812,18.647348,0.722928,0.870614
14.646750,15.995136,53.345834,-6.260613,14.405785,16.895287,0.663238,0.958029
11.185565,3.598032,53.345767,-6.260735,9.774799,3.449895,0.895365,0.766502
7.885352,9.711688,53.345735,-6.261879,7.673009,10.409208,0.970109,0.633119
9.382002,12.873605,53.345713,-6.261910,9.462804,12.052289,0.940598,0.516620
14.936222,19.524433,53.345714,-6.261544,14.837592,15.696684,0.547235,0.975735
10.116965,15.179574,53.345794,-6.253113,12.466559,15.262128,0.906170,0.859050
17.739821,12.132046,53.345634,-6.260655,18.647348,14.917456,0.870614,0.973018
8.795796,12.224507,53.345800,-6.262917,9.477594,15.543414,0.985452,0.609650
9.093637,13.800830,53.345791,-6.251324,12.547111,14.398629,0.867237,0.962492
3.730909,17.319670,53.345706,-6.249280,0.757043,16.296460,0.952946,0.989014
3.294326,11.145323,53.345764,-6.260734,3.449895,11.810974,0.766502,0.680626
13.342387,17.059312,53.345839,-6.260626,11.591273,16.895287,0.987081,0.958029
11.086256,17.173597,53.345840,-6.260627,13.493676,16.895287,0.673197,0.958029
20.510293,2.482860,53.345738,-6.260286,22.921522,0.753628,0.937779,0.942272
13.719174,7.022786,53.345781,-6.251279,13.161453,5.310669,0.760282,0.999113
8.343552,4.567359,53.345722,-6.260301,6.523767,0.753628,0.987875,0.942272
18.218603,19.060372,53.345845,-6.260640,16.895287,20.419427,0.958029,0.868133
8.383898,9.021172,53.345753,-6.252223,8.543151,5.198420,0.996829,0.860207
14.966606,5.666808,53.345757,-6.259894,12.652766,5.870557,0.965956,0.979391
11.719557,3.951463,53.345819,-6.251690,11.442579,4.795482,0.713973,0.963164
5.825388,13.845910,53.345779,-6.255058,4.209481,13.008329,0.915417,0.549544
5.855200,19.354180,53.345779,-6.255058,4.209481,16.955172,0.915417,0.806380
17.909853,11.281035,53.345882,-6.255357,17.836144,12.209180,0.937213,0.919037
4.353393,10.279241,53.345823,-6.251691,4.795482,12.424516,0.963164,0.954727
5.336702,7.465993,53.345759,-6.259898,5.870557,8.488196,0.979391,0.649641
15.378598,13.027458,53.345912,-6.259860,17.805090,13.170719,0.822317,0.792797
6.256284,4.907512,53.345843,-6.262542,5.160174,2.165631,0.965389,0.995564
12.050277,21.758871,53.345695,-6.262422,10.076200,20.914276,0.834956,0.670778
11.413632,15.655767,53.345898,-6.259853,13.170719,15.615123,0.792797,0.824542
20.060880,20.743673,53.345625,-6.252062,20.098990,17.527041,0.930985,0.894670
